303.219297886,928.0,0.0,26.2745098039
304.668472052,783.0,0.0,32.9411764706
306.115427017,871.0,0.0,29.4117647059
307.580489874,809.0,0.0,32.9411764706
309.0187819,813.0,0.0,31.3725490196
310.47626996,886.0,3.0,27.8431372549
311.915431023,821.0,0.0,27.8431372549
313.36560297,813.0,0.0,32.9411764706
314.807291985,689.0,0.0,32.9411764706
316.259279013,816.0,0.0,31.3725490196
317.70800
